ID_JUGADOR,NOMBRE,PARTIDOS_JUGADOS,MINUTOS_JUGADOS_PROMEDIO,PUNTOS_ANOTADOS_PROMEDIO,GOLES_PROMEDIO,TRIPLES_PROMEDIO,TIROS_LIBRES_ANOTADOS_PROMEDIO,REBOTES_OFENSIVOS_PROMEDIO,ASISTENCIAS_PROMEDIO,PELOTAS_RECUPERADAS_PROMEDIO,BLOQUEOS_PROMEDIO,PERDIDAS_PROMEDIO
ID_JUG_1987,George Johnson,67.0,17.3,6.2,2.5,0.0,1.3,1.6,1.2,1.1,0.7,1.5
ID_JUG_1988,Joel Kramer,82.0,17.1,5.9,2.2,0.0,1.5,1.6,1.1,0.5,0.3,1.2
ID_JUG_1989,Kenny Higgs,68.0,15.4,5.0,1.9,0.0,1.3,0.3,2.1,1.0,0.2,0.7
ID_JUG_1990,Raymond Townsend,65.0,11.9,4.7,2.0,0.0,0.8,0.2,1.4,0.4,0.1,0.8
ID_JUG_1991,Wayne Cooper,65.0,12.2,4.6,2.0,0.0,0.6,1.4,0.3,0.1,0.7,0.8
ID_JUG_1992,Harry Davis,40.0,9.9,4.1,1.7,0.0,0.8,0.7,0.4,0.3,0.2,0.6
ID_JUG_1993,Tommy Green,59.0,13.7,3.9,1.6,0.0,0.8,0.3,2.4,1.0,0.1,1.5
ID_JUG_1994,Wayne Radford,52.0,12.5,3.9,1.6,0.0,0.7,0.5,1.1,0.6,0.0,0.9
ID_JUG_1995,Clemon Johnson,74.0,10.7,3.2,1.4,0.0,0.5,1.1,1.1,0.3,0.5,0.9
ID_JUG_1996,John Rudd,58.0,12.5,3.2,1.0,0.0,1.1,1.2,0.6,0.3,0.1,1.0
ID_JUG_1997,Ron Carter,46.0,7.2,3.1,1.2,0.0,0.8,0.5,0.5,0.4,0.2,0.9
ID_JUG_1998,Rick Wilson,61.0,9.7,3.0,1.3,0.0,0.4,0.3,1.2,0.5,0.1,0.7
ID_JUG_1999,Dave Corzine,59.0,9.0,3.0,1.1,0.0,0.8,0.9,0.8,0.2,0.2,0.9
ID_JUG_2000,Walter Davis,81.0,32.0,24.2,9.7,0.0,4.8,2.0,3.4,1.4,0.2,3.5
ID_JUG_2001,Bernard King,79.0,39.1,24.2,10.1,0.0,4.0,3.4,2.4,1.5,0.5,3.9
ID_JUG_2002,Marques Johnson,80.0,34.6,19.5,7.9,0.0,3.8,3.7,2.4,1.2,1.3,2.2
ID_JUG_2003,Otis Birdsong,73.0,25.7,15.8,6.4,0.0,3.0,1.0,2.4,1.0,0.2,2.0
ID_JUG_2004,James Edwards,83.0,29.0,15.2,6.0,0.0,3.3,2.4,1.0,0.6,0.9,2.0
ID_JUG_2005,Norm Nixon,81.0,34.3,13.7,6.1,0.0,1.4,0.5,6.8,1.7,0.1,3.1
ID_JUG_2006,Charlie Criss,77.0,25.1,11.4,4.1,0.0,3.1,0.3,3.8,1.4,0.1,1.9
ID_JUG_2007,Jack Sikma,82.0,27.3,10.7,4.2,0.0,2.3,2.4,1.6,0.8,0.5,2.3
ID_JUG_2008,Eddie Johnson,79.0,23.7,10.5,4.2,0.0,2.1,0.6,3.0,1.3,0.1,2.1
ID_JUG_2009,Anthony Roberts,82.0,19.5,9.5,3.8,0.0,1.9,1.6,1.3,0.5,0.1,1.4
ID_JUG_2010,Ray Williams,81.0,19.1,9.3,3.8,0.0,1.8,1.0,4.5,1.3,0.2,3.0
ID_JUG_2011,Mike Glenn,56.0,16.9,7.9,3.5,0.0,0.9,0.3,1.4,0.6,0.1,0.9
ID_JUG_2012,Kent Benson,69.0,18.7,7.7,3.2,0.0,1.3,1.3,1.4,1.0,0.8,1.7
ID_JUG_2013,Tree Rollins,80.0,22.4,7.6,3.2,0.0,1.3,2.2,1.0,0.7,2.7,1.5
ID_JUG_2014,Cedric Maxwell,72.0,16.8,7.3,2.4,0.0,2.6,1.9,0.9,0.7,0.7,1.7
ID_JUG_2015,Robert Reid,80.0,23.1,7.3,3.3,0.0,0.8,1.4,1.5,0.8,0.6,1.0
ID_JUG_2016,Alonzo Bradley,43.0,18.6,7.0,3.0,0.0,1.0,0.6,1.3,0.4,0.1,1.3
ID_JUG_2017,Ernie Grunfeld,73.0,17.3,6.9,2.8,0.0,1.3,1.0,2.0,0.7,0.3,1.3
ID_JUG_2018,Toby Knight,80.0,14.6,6.3,2.8,0.0,0.8,1.5,0.5,0.6,0.4,1.2
ID_JUG_2019,Kenny Carr,52.0,14.1,6.2,2.6,0.0,1.1,1.0,0.5,0.3,0.3,1.7
ID_JUG_2020,Alvin Scott,81.0,19.0,6.1,2.2,0.0,1.6,1.7,1.1,0.6,0.5,1.0
ID_JUG_2021,Tony Robertson,63.0,14.7,5.9,2.7,0.0,0.6,0.2,1.6,1.2,0.1,1.4
ID_JUG_2022,Mark Landsberger,62.0,14.9,5.6,2.0,0.0,1.5,1.8,0.7,0.3,0.1,1.1
ID_JUG_2023,Greg Ballard,76.0,12.3,4.9,1.9,0.0,1.2,1.3,0.8,0.4,0.2,0.8
ID_JUG_2024,John Kuester,78.0,15.6,4.8,1.9,0.0,1.1,0.2,3.2,0.7,0.0,1.2
ID_JUG_2025,Glen Gondrezick,72.0,14.1,4.8,1.8,0.0,1.2,1.3,1.2,0.8,0.3,1.1
ID_JUG_2026,Mike Bratz,80.0,11.7,4.7,2.0,0.0,0.7,0.5,1.5,0.5,0.1,1.1
ID_JUG_2027,Wesley Cox,43.0,10.5,4.6,1.6,0.0,1.3,1.0,0.3,0.5,0.2,0.8
ID_JUG_2028,Eric Marsh,60.0,14.2,4.5,2.1,0.0,0.4,0.3,1.5,0.5,0.3,0.8
ID_JUG_2029,Rickey Green,76.0,14.4,4.5,1.9,0.0,0.7,0.6,2.0,0.8,0.0,1.0
ID_JUG_2030,Ben Poquette,52.0,12.0,4.5,1.8,0.0,0.8,1.0,0.4,0.2,0.4,0.8
ID_JUG_2031,Phil Walker,40.0,9.6,4.5,1.4,0.0,1.6,0.5,1.4,0.4,0.1,1.6
ID_JUG_2032,Bo Ellis,78.0,15.6,4.3,1.7,0.0,0.9,1.5,0.9,0.6,0.6,1.3
ID_JUG_2033,Tate Armstrong,66.0,10.8,4.3,2.0,0.0,0.3,0.4,1.1,0.3,0.0,0.9
ID_JUG_2034,Steve Sheppard,64.0,10.9,4.3,1.9,0.0,0.6,1.0,0.7,0.2,0.0,0.7
ID_JUG_2035,Bayard Forrest,64.0,13.9,4.2,1.7,0.0,0.8,1.3,2.0,0.4,0.5,1.3
ID_JUG_2036,Greg Griffin,36.0,11.7,4.0,1.7,0.0,0.6,1.2,0.7,0.4,0.0,1.1
ID_JUG_2037,Joey Hassett,48.0,8.4,4.0,1.9,0.0,0.2,0.3,0.9,0.4,0.0,0.7
ID_JUG_2038,Tom LaGarde,77.0,11.3,4.0,1.2,0.0,1.5,1.0,0.6,0.2,0.2,1.3
ID_JUG_2039,T.R. Dunn,63.0,12.2,3.8,1.6,0.0,0.6,1.0,0.7,0.7,0.1,0.6
ID_JUG_2040,Robert Smith,45.0,8.4,2.7,1.1,0.0,0.5,0.1,0.9,0.4,0.1,0.4
ID_JUG_2041,Billy Knight,78.0,40.0,26.6,10.7,0.0,5.3,2.9,3.3,1.5,0.2,0.0
ID_JUG_2042,David Thompson,82.0,36.6,25.9,10.0,0.0,5.8,1.7,4.1,1.4,0.6,0.0
ID_JUG_2043,George Gervin,82.0,33.0,23.1,8.9,0.0,5.4,1.6,2.9,1.3,1.3,0.0
ID_JUG_2044,Dan Issel,79.0,31.7,22.3,8.4,0.0,5.6,2.7,2.2,1.2,0.4,0.0
ID_JUG_2045,Ron Boone,82.0,36.8,22.2,9.1,0.0,4.0,1.6,4.1,1.5,0.2,0.0
ID_JUG_2046,Larry Kenon,78.0,37.6,21.9,9.1,0.0,3.8,3.6,2.9,2.1,0.8,0.0
ID_JUG_2047,Julius Erving,82.0,35.9,21.6,8.4,0.0,4.9,2.3,3.7,1.9,1.4,0.0
ID_JUG_2048,Adrian Dantley,77.0,36.6,20.3,7.1,0.0,6.2,3.3,1.9,1.2,0.2,0.0
ID_JUG_2049,Maurice Lucas,79.0,36.2,20.2,8.0,0.0,4.2,3.4,2.9,1.1,0.7,0.0
ID_JUG_2050,Artis Gilmore,82.0,35.1,18.6,7.0,0.0,4.7,3.8,2.4,0.5,2.5,0.0
ID_JUG_2051,Brian Taylor,72.0,34.6,17.0,7.0,0.0,3.1,1.2,4.4,2.8,0.2,0.0
ID_JUG_2052,Billy Paultz,82.0,32.9,15.6,6.4,0.0,2.9,2.3,2.7,0.7,2.1,0.0
ID_JUG_2053,Bobby Jones,82.0,29.5,15.1,6.1,0.0,2.9,2.1,3.2,2.3,2.0,0.0
ID_JUG_2054,Scott May,72.0,32.9,14.6,6.0,0.0,2.6,2.0,2.0,1.1,0.2,0.0
ID_JUG_2055,Dan Roundfield,61.0,27.0,13.9,5.6,0.0,2.7,2.9,1.1,1.0,2.1,0.0
ID_JUG_2056,M.L. Carr,82.0,32.2,13.3,5.4,0.0,2.5,2.6,2.2,2.0,0.7,0.0
ID_JUG_2057,Moses Malone,82.0,30.6,13.2,4.7,0.0,3.7,5.3,1.1,0.8,2.2,0.0
ID_JUG_2058,Richard Washington,82.0,27.6,13.0,5.4,0.0,2.2,2.5,1.0,0.8,1.1,0.0
ID_JUG_2059,Swen Nater,72.0,27.2,13.0,5.3,0.0,2.4,3.7,1.5,0.8,0.7,0.0
ID_JUG_2060,Wil Jones,80.0,33.9,13.0,5.5,0.0,2.1,2.7,2.4,1.3,1.0,0.0
ID_JUG_2061,Al Skinner,79.0,28.6,12.6,4.8,0.0,2.9,1.4,3.7,1.3,0.7,0.0
ID_JUG_2062,Dave Robisch,80.0,24.6,11.9,4.6,0.0,2.7,2.1,2.0,0.7,0.5,0.0
ID_JUG_2063,Lonnie Shelton,82.0,25.7,11.6,4.9,0.0,1.9,2.7,1.8,1.5,1.2,0.0
ID_JUG_2064,John Lucas,82.0,30.9,11.1,4.7,0.0,1.6,0.7,5.6,1.5,0.2,0.0
ID_JUG_2065,Ralph Simpson,77.0,20.7,11.0,4.6,0.0,1.8,0.6,2.3,0.9,0.1,0.0
ID_JUG_2066,Darnell Hillman,82.0,28.1,10.7,4.4,0.0,2.0,2.8,2.0,1.2,1.3,0.0
ID_JUG_2067,Mark Olberding,82.0,23.8,10.4,3.7,0.0,3.1,2.0,1.5,0.7,0.4,0.0
ID_JUG_2068,Mitch Kupchak,82.0,18.5,10.4,4.2,0.0,2.1,2.2,0.8,0.3,0.4,0.0
ID_JUG_2069,Dave Twardzik,74.0,26.2,10.3,3.6,0.0,3.2,1.0,3.3,1.7,0.2,0.0
ID_JUG_2070,Mike Gale,82.0,31.7,10.3,4.3,0.0,1.7,0.7,5.8,2.3,0.6,0.0
ID_JUG_2071,Jan Van Breda Kolff,72.0,33.3,10.2,3.8,0.0,2.7,2.2,1.6,1.0,0.9,0.0
ID_JUG_2072,Ron Lee,82.0,22.5,10.2,4.2,0.0,1.7,1.2,3.2,1.9,0.4,0.0
ID_JUG_2073,Mike Green,76.0,25.4,9.8,3.8,0.0,2.2,2.5,1.6,0.6,1.7,0.0
ID_JUG_2074,Marvin Barnes,53.0,18.7,9.6,3.8,0.0,2.0,1.3,0.8,0.7,0.6,0.0
ID_JUG_2075,Earl Tatum,68.0,18.4,9.4,4.2,0.0,1.1,1.2,1.7,1.3,0.3,0.0
ID_JUG_2076,Dennis Johnson,81.0,20.6,9.2,3.5,0.0,2.2,2.0,1.5,1.5,0.7,0.0
ID_JUG_2077,Robert Parish,77.0,18.0,9.1,3.7,0.0,1.6,2.6,1.0,0.7,1.2,0.0
ID_JUG_2078,Tim Bassett,76.0,32.1,9.0,3.9,0.0,1.3,2.3,1.4,1.3,0.7,0.0
ID_JUG_2079,Quinn Buckner,79.0,26.5,8.6,3.8,0.0,1.1,1.2,4.7,2.4,0.3,0.0
ID_JUG_2080,Ira Terrell,78.0,22.4,8.5,3.6,0.0,1.4,1.3,1.3,0.5,0.6,0.0
ID_JUG_2081,Coby Dietrick,82.0,21.6,8.4,3.5,0.0,1.5,1.4,1.8,1.1,0.7,0.0
ID_JUG_2082,Mike Flynn,73.0,18.1,8.2,3.4,0.0,1.4,1.0,2.5,0.8,0.1,0.0
ID_JUG_2083,Willie Wise,75.0,18.7,8.2,3.2,0.0,1.9,1.0,1.9,0.8,0.2,0.0
ID_JUG_2084,"Ted, Hound Dog McClain",72.0,27.8,8.2,3.4,0.0,1.4,0.7,4.5,1.5,0.2,0.0
ID_JUG_2085,Tom Barker,59.0,22.9,8.1,3.1,0.0,1.9,1.9,1.0,0.6,0.7,0.0
ID_JUG_2086,Johnny Davis,79.0,18.4,8.0,3.0,0.0,2.1,0.8,1.9,0.5,0.1,0.0
ID_JUG_2087,Don Buse,81.0,36.4,8.0,3.3,0.0,1.4,0.8,8.5,3.5,0.2,0.0
ID_JUG_2088,William Averitt,75.0,15.1,7.9,3.1,0.0,1.6,0.3,1.8,0.4,0.1,0.0
ID_JUG_2089,Larry Wright,78.0,18.2,7.8,3.4,0.0,1.1,0.4,3.0,0.7,0.1,0.0
ID_JUG_2090,Leon Douglas,82.0,19.8,7.5,3.0,0.0,1.5,2.2,0.8,0.5,1.0,0.0
ID_JUG_2091,Bo Lamar,71.0,16.4,7.1,3.2,0.0,0.6,0.4,2.5,0.8,0.0,0.0
ID_JUG_2092,Bob Wilkerson,78.0,19.9,6.7,2.8,0.0,1.1,1.2,2.2,0.9,0.1,0.0
ID_JUG_2093,Marvin Webster,80.0,16.0,6.7,2.5,0.0,1.8,1.9,0.8,0.3,1.5,0.0
ID_JUG_2094,Lou Dampier,80.0,20.4,6.6,2.9,0.0,0.8,0.3,2.9,0.6,0.2,0.0
ID_JUG_2095,Steve Green,70.0,13.1,6.4,2.6,0.0,1.2,1.1,0.7,0.7,0.2,0.0
ID_JUG_2096,Tom Abernethy,70.0,19.7,6.3,2.4,0.0,1.4,1.6,1.4,0.7,0.1,0.0
ID_JUG_2097,Armond Hill,81.0,22.5,6.0,2.2,0.0,1.7,0.5,5.0,1.0,0.1,0.0
ID_JUG_2098,Caldwell Jones,82.0,24.7,6.0,2.6,0.0,0.8,2.3,1.1,0.5,2.4,0.0
ID_JUG_2099,Jim Eakins,82.0,16.3,6.0,1.8,0.0,2.3,1.4,1.5,0.4,0.6,0.0
ID_JUG_2100,Sonny Parker,65.0,13.7,5.8,2.4,0.0,1.1,1.3,0.9,0.8,0.4,0.0
ID_JUG_2101,Scott Lloyd,69.0,14.9,5.8,2.2,0.0,1.4,1.2,0.5,0.3,0.2,0.0
ID_JUG_2102,Luther Burden,61.0,10.0,5.7,2.4,0.0,0.8,0.4,1.0,0.8,0.0,0.0
ID_JUG_2103,Robin Jones,63.0,16.9,5.5,2.2,0.0,1.0,1.6,1.3,0.6,0.6,0.0
ID_JUG_2104,Randy Denton,45.0,15.6,5.3,2.3,0.0,0.7,1.8,0.7,0.3,0.4,0.0
ID_JUG_2105,Paul Griffin,81.0,20.3,5.2,1.7,0.0,1.8,2.1,2.1,0.6,0.5,0.0
ID_JUG_2106,Alex English,60.0,10.8,5.2,2.2,0.0,0.8,1.1,0.4,0.3,0.3,0.0
ID_JUG_2107,Butch Feher,48.0,10.1,5.2,1.8,0.0,1.6,0.4,0.8,0.2,0.1,0.0
ID_JUG_2108,Wally Walker,66.0,9.5,5.2,2.1,0.0,1.0,0.7,0.8,0.2,0.0,0.0
ID_JUG_2109,Byron Beck,53.0,9.1,4.7,2.0,0.0,0.7,0.8,0.6,0.3,0.0,0.0
ID_JUG_2110,Mel Bennett,67.0,13.6,4.7,1.5,0.0,1.7,1.6,1.0,0.6,0.5,0.0
ID_JUG_2111,Andre McCarter,59.0,12.3,4.6,2.0,0.0,0.5,0.3,1.7,0.4,0.0,0.0
ID_JUG_2112,Andy Walker,40.0,11.0,4.5,1.8,0.0,0.9,0.6,0.8,0.5,0.2,0.0
ID_JUG_2113,Phil Sellers,44.0,7.5,4.5,1.7,0.0,1.2,0.4,0.6,0.5,0.0,0.0
ID_JUG_2114,Lloyd Walton,53.0,12.8,4.3,1.7,0.0,1.0,0.3,2.7,0.8,0.0,0.0
ID_JUG_2115,Tom Owens,46.0,10.0,4.1,1.5,0.0,1.1,1.0,0.4,0.1,0.3,0.0
ID_JUG_2116,Kim Hughes,81.0,25.7,4.0,1.9,0.0,0.2,2.3,1.2,1.5,1.5,0.0
ID_JUG_2117,Mike Barr,73.0,16.8,3.9,1.7,0.0,0.6,0.5,2.4,0.7,0.2,0.0
ID_JUG_2118,Roland Taylor,79.0,19.6,3.8,1.7,0.0,0.5,1.1,3.6,1.7,0.1,0.0
ID_JUG_2119,Monte Towe,51.0,8.0,2.5,1.1,0.0,0.4,0.2,1.7,0.3,0.0,0.0
ID_JUG_2120,George McGinnis,77.0,38.3,23.0,8.4,0.0,6.2,3.4,4.7,2.6,0.5,0.0
ID_JUG_2121,Alvan Adams,80.0,33.2,19.0,7.9,0.0,3.3,2.7,5.6,1.5,1.5,0.0
ID_JUG_2122,Bruce Seals,81.0,30.1,11.8,4.8,0.0,2.2,1.9,1.5,0.8,0.5,0.0
ID_JUG_2123,Gus Williams,77.0,22.4,11.7,4.7,0.0,2.2,0.8,3.1,1.8,0.3,0.0
ID_JUG_2124,Lionel Hollins,74.0,25.6,10.8,4.2,0.0,2.4,0.5,4.1,1.8,0.4,0.0
ID_JUG_2125,Donnie Freeman,64.0,23.1,10.8,4.1,0.0,2.5,1.1,2.7,0.9,0.2,0.0
ID_JUG_2126,Joe Meriweather,81.0,25.2,10.2,4.2,0.0,1.9,2.0,1.0,0.4,1.5,0.0
ID_JUG_2127,Don Ford,76.0,24.2,9.6,4.1,0.0,1.4,1.6,1.5,0.7,0.2,0.0
ID_JUG_2128,John Laskowski,71.0,22.1,9.2,4.0,0.0,1.2,0.7,0.8,0.8,0.1,0.0
ID_JUG_2129,Ricky Sobers,78.0,24.3,9.2,3.6,0.0,2.0,1.0,2.8,1.4,0.1,0.0
ID_JUG_2130,Junior Bridgeman,81.0,20.3,8.6,3.5,0.0,1.6,1.4,1.9,0.6,0.3,0.0
ID_JUG_2131,World Free,71.0,15.8,8.3,3.4,0.0,1.6,0.9,1.5,0.5,0.1,0.0
ID_JUG_2132,Bill Robinzine,75.0,17.7,8.0,3.1,0.0,1.9,1.7,0.8,1.1,0.1,0.0
ID_JUG_2133,Jim McElroy,51.0,22.2,7.5,3.0,0.0,1.6,0.7,2.1,0.9,0.1,0.0
ID_JUG_2134,Joe Bryant,75.0,16.0,7.4,3.1,0.0,1.2,1.3,0.8,0.6,0.3,0.0
ID_JUG_2135,Dave Meyers,72.0,22.1,7.4,2.8,0.0,1.9,1.7,1.4,1.0,0.3,0.0
ID_JUG_2136,Rich Kelley,75.0,17.9,7.0,2.5,0.0,2.1,2.6,2.1,0.7,0.8,0.0
ID_JUG_2137,Bob Gross,76.0,19.4,6.8,2.8,0.0,1.3,1.8,2.1,1.2,0.6,0.0
ID_JUG_2138,Glenn Hansen,66.0,17.3,6.5,2.6,0.0,1.3,1.2,1.0,0.7,0.2,0.0
ID_JUG_2139,Steve Jones,64.0,12.8,6.5,2.6,0.0,1.2,0.2,1.0,0.3,0.1,0.0
ID_JUG_2140,Frank Oleynick,52.0,12.5,5.9,2.4,0.0,1.0,0.2,1.0,0.4,0.1,0.0
ID_JUG_2141,Lindsay Hairston,47.0,13.9,5.8,2.2,0.0,1.4,1.4,0.4,0.4,0.7,0.0
ID_JUG_2142,Cliff Pondexter,75.0,17.7,5.8,2.1,0.0,1.6,1.5,1.2,0.4,0.3,0.0
ID_JUG_2143,Bill Willoughby,62.0,14.0,4.7,1.8,0.0,1.1,1.7,0.5,0.6,0.5,0.0
ID_JUG_2144,Tom McMillen,50.0,14.2,4.7,1.9,0.0,0.8,1.3,1.4,0.1,0.1,0.0
ID_JUG_2145,Clyde Mayes,65.0,14.6,4.4,1.8,0.0,0.9,1.5,0.6,0.1,0.6,0.0
ID_JUG_2146,Kevin Grevey,56.0,9.0,3.8,1.4,0.0,0.9,0.4,0.5,0.2,0.1,0.0
ID_JUG_2147,Tom Boswell,35.0,7.9,2.7,1.2,0.0,0.4,0.7,0.5,0.1,0.0,0.0
ID_JUG_2148,Darryl Dawkins,37.0,4.5,2.4,1.1,0.0,0.2,0.4,0.1,0.1,0.2,0.0
ID_JUG_2149,John Lambert,54.0,6.2,2.3,0.9,0.0,0.5,0.7,0.3,0.1,0.2,0.0
ID_JUG_2150,John Drew,78.0,29.3,18.5,6.8,0.0,5.0,4.6,1.8,1.5,0.5,0.0
ID_JUG_2151,Jim Chones,72.0,33.7,14.5,6.2,0.0,2.1,2.2,1.8,0.7,1.7,0.0
ID_JUG_2152,Jamaal Wilkes,82.0,30.7,14.2,6.1,0.0,2.0,2.5,2.2,1.3,0.3,0.0
ID_JUG_2153,Bill Walton,35.0,32.9,12.8,5.1,0.0,2.7,2.6,4.8,0.8,2.7,0.0
ID_JUG_2154,Brian Winters,68.0,22.3,11.7,5.3,0.0,1.1,0.6,2.9,1.1,0.3,0.0
ID_JUG_2155,Aaron James,76.0,22.8,11.7,4.9,0.0,1.9,1.8,0.9,0.5,0.2,0.0
ID_JUG_2156,Mike Sojourner,73.0,29.2,11.7,5.2,0.0,1.3,2.7,1.3,0.5,0.8,0.0
ID_JUG_2157,Leonard Gray,75.0,30.4,11.5,5.0,0.0,1.4,1.8,2.2,0.8,0.3,0.0
ID_JUG_2158,Tom Henderson,79.0,27.0,11.4,4.6,0.0,2.1,0.6,4.0,1.3,0.1,0.0
ID_JUG_2159,Scott Wedman,80.0,31.9,11.1,4.7,0.0,1.7,2.5,1.6,1.0,0.3,0.0
ID_JUG_2160,George Thompson,73.0,27.2,10.7,4.2,0.0,2.3,0.7,3.1,0.9,0.1,0.0
ID_JUG_2161,Tom Burleson,82.0,23.0,10.1,3.9,0.0,2.2,1.9,1.4,0.8,1.9,0.0
ID_JUG_2162,Gary Brokaw,73.0,22.5,8.1,3.2,0.0,1.7,0.5,3.0,0.4,0.2,0.0
ID_JUG_2163,Phil Smith,74.0,14.3,7.7,3.0,0.0,1.7,0.7,1.8,0.8,0.0,0.0
ID_JUG_2164,Jimmy Jones,73.0,19.5,7.1,2.8,0.0,1.4,0.5,2.2,1.0,0.1,0.0
ID_JUG_2165,Campy Russell,68.0,11.1,6.2,2.2,0.0,1.8,0.6,0.7,0.3,0.0,0.0
ID_JUG_2166,Fred Saunders,69.0,15.3,6.1,2.6,0.0,1.0,1.2,1.2,0.6,0.2,0.0
ID_JUG_2167,Steve Hawes,55.0,16.3,5.9,2.5,0.0,0.8,1.5,1.6,0.7,0.7,0.0
ID_JUG_2168,Truck Robinson,76.0,13.1,5.8,2.5,0.0,0.8,1.2,0.5,0.5,0.4,0.0
ID_JUG_2169,Bobby Wilson,48.0,8.9,5.8,2.4,0.0,1.0,0.4,0.8,0.5,0.0,0.0
ID_JUG_2170,Rod Derline,58.0,11.5,5.6,2.4,0.0,0.7,0.2,0.8,0.4,0.1,0.0
ID_JUG_2171,Kevin Restani,76.0,23.1,5.4,2.5,0.0,0.5,1.7,1.6,0.5,0.3,0.0
ID_JUG_2172,Don Smith,54.0,10.0,5.2,2.4,0.0,0.4,0.3,0.9,0.4,0.1,0.0
ID_JUG_2173,Eric Money,66.0,13.5,4.8,2.2,0.0,0.5,0.4,1.5,0.5,0.0,0.0
ID_JUG_2174,Talvin Skinner,73.0,21.6,4.8,1.9,0.0,0.9,1.8,1.2,0.7,0.2,0.0
ID_JUG_2175,Earl Williams,79.0,13.2,4.7,2.1,0.0,0.6,2.0,1.2,0.4,0.4,0.0
ID_JUG_2176,Wardell Jackson,56.0,16.8,4.3,1.7,0.0,0.9,0.9,0.5,0.5,0.1,0.0
ID_JUG_2177,Phil Lumpkin,48.0,16.5,4.2,1.8,0.0,0.6,0.2,3.7,0.4,0.1,0.0
ID_JUG_2178,Foots Walker,72.0,14.9,4.2,1.5,0.0,1.1,0.7,2.7,1.1,0.1,0.0
ID_JUG_2179,Jim Ard,59.0,12.2,3.8,1.5,0.0,0.8,1.0,0.7,0.2,0.5,0.0
ID_JUG_2180,Mickey Johnson,38.0,7.7,3.8,1.4,0.0,1.0,0.8,0.5,0.3,0.3,0.0
ID_JUG_2181,Jesse Dark,47.0,8.5,3.6,1.6,0.0,0.5,0.3,0.6,0.1,0.0,0.0
ID_JUG_2182,Bill Ligon,38.0,7.2,3.3,1.4,0.0,0.4,0.4,0.7,0.2,0.2,0.0
ID_JUG_2183,Kevin Stacom,61.0,7.3,2.8,1.2,0.0,0.5,0.5,0.8,0.2,0.0,0.0
ID_JUG_2184,Daniel Anderson,43.0,10.5,2.8,1.1,0.0,0.6,0.2,1.9,0.4,0.0,0.0
ID_JUG_2185,Glenn McDonald,62.0,6.4,2.7,1.1,0.0,0.5,0.3,0.4,0.1,0.1,0.0
ID_JUG_2186,Harvey Catchings,37.0,14.3,2.6,1.1,0.0,0.4,1.3,0.6,0.3,1.6,0.0
ID_JUG_2187,Gus Bailey,47.0,9.5,2.6,1.1,0.0,0.4,0.5,1.3,0.4,0.3,0.0
ID_JUG_2188,Leon Benbow,39.0,6.5,2.2,0.9,0.0,0.4,0.4,0.6,0.3,0.2,0.0
ID_JUG_2189,Dennis DuVal,37.0,3.7,1.6,0.6,0.0,0.3,0.2,0.4,0.4,0.1,0.0
ID_JUG_2190,Len Kosmalski,67.0,6.2,1.3,0.5,0.0,0.4,0.5,0.6,0.1,0.1,0.0
ID_JUG_2191,Ernie DiGregorio,81.0,35.9,15.2,6.5,0.0,2.1,0.6,8.2,0.7,0.1,0.0
ID_JUG_2192,Ron Behagen,80.0,25.7,11.0,4.5,0.0,2.0,2.4,1.7,0.7,0.5,0.0
ID_JUG_2193,Mike Bantom,76.0,26.1,10.1,4.1,0.0,1.9,2.3,2.1,0.7,0.6,0.0
ID_JUG_2194,John Brown,77.0,22.3,9.3,3.6,0.0,2.1,2.3,1.5,0.4,0.2,0.0
ID_JUG_2195,Dwight Jones,74.0,19.6,8.0,3.2,0.0,1.6,2.0,1.2,0.4,0.9,0.0
ID_JUG_2196,Slick Watts,62.0,23.0,8.0,3.2,0.0,1.6,1.2,5.7,1.9,0.2,0.0
ID_JUG_2197,Nick Weatherspoon,65.0,18.7,7.6,3.1,0.0,1.5,2.0,0.6,0.7,0.2,0.0
ID_JUG_2198,Ed Ratleff,81.0,21.9,7.5,3.1,0.0,1.3,1.1,2.2,1.1,0.3,0.0
ID_JUG_2199,Gary Melchionni,69.0,18.1,7.2,2.9,0.0,1.3,0.7,2.1,0.6,0.1,0.0
ID_JUG_2200,Bernie Fryer,80.0,20.9,7.0,2.8,0.0,1.3,0.8,3.5,1.2,0.1,0.0
ID_JUG_2201,Jim Brewer,82.0,22.7,6.1,2.6,0.0,1.0,2.5,1.8,0.6,0.4,0.0
ID_JUG_2202,Larry McNeill,54.0,9.6,5.8,2.0,0.0,1.8,1.1,0.4,0.6,0.1,0.0
ID_JUG_2203,E.C. Coleman,58.0,18.5,5.2,2.2,0.0,0.8,1.4,1.3,0.6,0.3,0.0
ID_JUG_2204,Louie Nelson,49.0,11.3,4.9,1.9,0.0,1.1,0.5,1.1,0.6,0.0,0.0
ID_JUG_2205,Mike D'Antoni,52.0,19.0,4.8,2.1,0.0,0.6,0.5,2.4,1.4,0.3,0.0
ID_JUG_2206,Allan Bristow,55.0,11.7,4.7,2.0,0.0,0.8,1.2,1.7,0.5,0.0,0.0
ID_JUG_2207,Luke Witte,57.0,12.8,4.5,1.8,0.0,0.8,1.4,0.7,0.1,0.4,0.0
ID_JUG_2208,Derrek Dickey,66.0,14.1,4.3,1.7,0.0,0.8,1.9,0.8,0.3,0.2,0.0
